Unnamed: 0,county name,yes count 2020,no count 2020,total count 2020,yes perc 2020,no perc 2020,yes count 2018,no count 2018,total count 2018,yes perc 2018,no perc 2018,yes count 2022,no count 2022,total count 2022,yes perc 2022,no perc 2022,Population (January 2023),Median Household Income (2021),Race/Ethnicity: American Indian (2023),Race/Ethnicity: Asian (2023),Race/Ethnicity: Black (2023),Race/Ethnicity: Hispanic (2023),Race/Ethnicity: Multi-Racial/Ethnic (2023),Race/Ethnicity: Hawaiian/ Pacific Island (2023),Race/Ethnicity: White (2023),Age: 0-5 (2023),Age: 6-17 (2023),Age: 18-64 (2023),Age: 65+ (2023),Under 5 years %,5 to 9 years %,10 to 14 years %,15 to 19 years %,20 to 24 years %,25 to 29 years %,30 to 34 years %,35 to 39 years %,40 to 44 years %,45 to 49 years %,50 to 54 years %,55 to 59 years %,60 to 64 years %,65 to 69 years %,70 to 74 years %,75 to 79 years %,80 to 84 years %,85 years and over %,16 years and over %,18 years and over %,21 years and over %,62 years and over %,65 years and over %,Male population %,Under 5 years %.1,5 to 9 years %.1,10 to 14 years %.1,15 to 19 years %.1,20 to 24 years %.1,25 to 29 years %.1,30 to 34 years %.1,35 to 39 years %.1,40 to 44 years %.1,45 to 49 years %.1,50 to 54 years %.1,55 to 59 years %.1,60 to 64 years %.1,65 to 69 years %.1,70 to 74 years %.1,75 to 79 years %.1,80 to 84 years %.1,85 years and over %.1,16 years and over %.1,18 years and over %.1,21 years and over %.1,62 years and over %.1,65 years and over %.1,Female population %,Under 5 years %.2,5 to 9 years %.2,10 to 14 years %.2,15 to 19 years %.2,20 to 24 years %.2,25 to 29 years %.2,30 to 34 years %.2,35 to 39 years %.2,40 to 44 years %.2,45 to 49 years %.2,50 to 54 years %.2,55 to 59 years %.2,60 to 64 years %.2,65 to 69 years %.2,70 to 74 years %.2,75 to 79 years %.2,80 to 84 years %.2,85 years and over %.2,16 years and over %.2,18 years and over %.2,21 years and over %.2,62 years and over %.2,65 years and over %.2,Both sexes %,Male %,Female %,One Race %,White %,Black or African American %,American Indian and Alaska Native %,Asian %,Native Hawaiian and Other Pacific Islander %,Some Other Race %,Two or More Races %,Total races tallied %,White alone or in combination with one or more other races %,Black or African American alone or in combination with one or more other races %,American Indian and Alaska Native alone or in combination with one or more other races %,Asian alone or in combination with one or more other races %,Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races %,Some Other Race alone or in combination with one or more other races %,Hispanic or Latino (of any race) %,Not Hispanic or Latino %,Hispanic or Latino %,White alone %,Black or African American alone %,American Indian and Alaska Native alone %,Asian alone %,Native Hawaiian and Other Pacific Islander alone %,Some Other Race alone %,Two or More Races %.1,Not Hispanic or Latino %.1,White alone %.1,Black or African American alone %.1,American Indian and Alaska Native alone %.1,Asian alone %.1,Native Hawaiian and Other Pacific Islander alone %.1,Some Other Race alone %.1,Two or More Races %.2,In households %,Householder %,Opposite-sex spouse %,Same-sex spouse %,Opposite-sex unmarried partner %,Same-sex unmarried partner %,Child [2] %,Under 18 years %,Grandchild %,Under 18 years %.1,Other relatives %,Nonrelatives %,In group quarters %,Institutionalized population: %,Male %.1,Female %.1,Noninstitutionalized population: %,Male %.2,Female %.2,Total households %,Married couple household %,With own children under 18 [3] %,Cohabiting couple household %,With own children under 18 [3] %.1,"Male householder, no spouse or partner present: %",Living alone %,65 years and over %.3,With own children under 18 [3] %.2,"Female householder, no spouse or partner present: %",Living alone %.1,65 years and over %.4,With own children under 18 [3] %.3,Households with individuals under 18 years %,Households with individuals 65 years and over %,Total housing units %,Occupied housing units %,Vacant housing units %,For rent %,"Rented, not occupied %",For sale only %,"Sold, not occupied %","For seasonal, recreational, or occasional use %",All other vacants %,Homeowner vacancy rate (percent) [4] %,Rental vacancy rate (percent) [5] %,Occupied housing units %.1,Owner-occupied housing units %,Renter-occupied housing units %,COUNTY,FAC_COUNT,STATIONS,PROF_NP,CHAIN_OWN,SURVEY_COUNT,SURVEY_RATE,FAC_STAR,XP_STAR,COMM_SCR,QUALITY_SCR,INFO_SCR,PHYS_SCR,STAFF_SCR,FAC_SCR,PYMT_AMT,PYMT_PCT,PYMT_PC,PYMT_PER_USER,STDZ_PYMT_AMT,STDZ_PYMT_PCT,STDZ_PYMT_PC,STDZ_PYMT_PER_USER,USER_CNT,USER_PCT,VISITS_PER_1000,eligible 2018,total registered 2018,democratic 2018,republican 2018,american independent 2018,green 2018,libertarian 2018,peace and freedom 2018,unknown 2018,other 2018,no party preference 2018,eligible 2020,total registered 2020,democratic 2020,republican 2020,american independent 2020,green 2020,libertarian 2020,peace and freedom 2020,unknown 2020,other 2020,no party preference 2020,eligible 2022,total registered 2022,democratic 2022,republican 2022,american independent 2022,green 2022,libertarian 2022,peace and freedom 2022,unknown 2022,other 2022,no party preference 2022
10.0,Glenn,2496.0,8567.0,11063.0,0.2256169212690952,0.7743830787309048,2114.0,6067.0,8181.0,0.2584036181395917,0.7415963818604082,1385.0,6349.0,7734.0,0.1790793897077838,0.8209206102922162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,Humboldt,26201.0,39515.0,65716.0,0.3987004686834256,0.6012995313165743,25462.0,25034.0,50496.0,0.5042379594423321,0.4957620405576679,14876.0,31147.0,46023.0,0.3232296895030745,0.6767703104969255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,Imperial,25412.0,29706.0,55118.0,0.4610472078087013,0.5389527921912987,13498.0,19135.0,32633.0,0.4136303741611252,0.5863696258388748,12707.0,16598.0,29305.0,0.4336120116021156,0.5663879883978843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,Inyo,2454.0,6712.0,9166.0,0.267728562077242,0.7322714379227581,2265.0,4748.0,7013.0,0.322971624126622,0.677028375873378,1624.0,5559.0,7183.0,0.2260893776973409,0.7739106223026591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,Kern,86568.0,213817.0,300385.0,0.2881901559665096,0.7118098440334903,58234.0,139818.0,198052.0,0.2940338900894714,0.7059661099105285,49514.0,135398.0,184912.0,0.2677706152115601,0.7322293847884399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,Kings,13028.0,30267.0,43295.0,0.3009123455364361,0.6990876544635639,8576.0,21066.0,29642.0,0.2893192092301464,0.7106807907698536,6856.0,19572.0,26428.0,0.259421825336764,0.7405781746632359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,Lake,8875.0,19120.0,27995.0,0.3170208965886765,0.6829791034113234,7894.0,12549.0,20443.0,0.3861468473316049,0.613853152668395,5414.0,14303.0,19717.0,0.2745853831718821,0.7254146168281179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Lassen,2534.0,9123.0,11657.0,0.2173801149523891,0.7826198850476109,2630.0,6138.0,8768.0,0.2999543795620438,0.7000456204379562,2059.0,6878.0,8937.0,0.2303905113572787,0.7696094886427213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Los Angeles,1672676.0,2385774.0,4058450.0,0.412146509135261,0.587853490864739,1192936.0,1659512.0,2852448.0,0.4182148105767397,0.5817851894232603,860323.0,1462984.0,2323307.0,0.3703010407148087,0.6296989592851914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Madera,14794.0,37694.0,52488.0,0.2818549001676573,0.7181450998323426,11257.0,26455.0,37712.0,0.2984991514637251,0.7015008485362749,8978.0,27475.0,36453.0,0.2462897429566839,0.7537102570433161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,Marin,51877.0,94100.0,145977.0,0.35537790199826,0.64462209800174,52537.0,70415.0,122952.0,0.427296831283753,0.5727031687162469,32264.0,81246.0,113510.0,0.2842392740727689,0.7157607259272311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,Mariposa,2437.0,7614.0,10051.0,0.2424634364739827,0.7575365635260173,2651.0,5350.0,8001.0,0.3313335833020872,0.6686664166979127,1680.0,5971.0,7651.0,0.2195791399817017,0.7804208600182982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,Mendocino,15639.0,26063.0,41702.0,0.3750179847489329,0.6249820152510671,15032.0,17085.0,32117.0,0.4680387333810754,0.5319612666189245,8283.0,21027.0,29310.0,0.2825997952917093,0.7174002047082907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,Merced,28917.0,58743.0,87660.0,0.329876796714579,0.670123203285421,19394.0,38847.0,58241.0,0.3329956559811816,0.6670043440188184,15854.0,38311.0,54165.0,0.2926982368688267,0.7073017631311733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Modoc,879.0,3366.0,4245.0,0.2070671378091872,0.7929328621908127,866.0,2504.0,3370.0,0.256973293768546,0.7430267062314541,626.0,2712.0,3338.0,0.1875374475733972,0.8124625524266027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Mono,2150.0,4194.0,6344.0,0.3389029003783102,0.6610970996216898,1984.0,2681.0,4665.0,0.4252947481243301,0.5747052518756699,1490.0,2880.0,4370.0,0.3409610983981693,0.6590389016018307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Monterey,66354.0,92908.0,159262.0,0.4166342253644937,0.5833657746355063,49132.0,64525.0,113657.0,0.432283097389514,0.5677169026104859,35133.0,64777.0,99910.0,0.3516464818336502,0.6483535181663497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
